name,city,address,website,phone,rating
Chef King - Authentic Chinese Cuisine,Gulf Shores,"Chef King, Gulf Shores, FL",http://chefkingpensacola.com/,(850) 857-9975,3.7
Capt'n Snapper's,Gulf Shores,"698 Lemoyne Dr, Gulf Shores, AL",https://m.facebook.com/CaptnSnappersMarinaBarandGrill,(251) 861-8300,3.9
Shan Kishi New Hibachi,Gulf Shores,"804 Gulf Breeze Pkwy, Gulf Shores, FL",https://shankishitogo.com/,(850) 932-8188,4.3
El Toro Mexican Restaurant,Gulf Shores,"3645 Gulf Shores Pkwy, Gulf Shores, AL",https://eltoromexicanrestaurantgulfshoresal.com/,(251) 968-9030,4.3
Steel Pony Diner,Gulf Shores,"309 S Reus St, Gulf Shores, FL",http://steelponydiner.com/,(850) 776-7505,5
Dockside Seafood Restaurant,Gulf Shores,"1102 De Soto Ave, Gulf Shores, AL",https://www.facebook.com/docksidedi,(251) 861-0114,4.3
National Maritime Museum of the Gulf,Gulf Shores,"27500 Perdido Beach Blvd, Gulf Shores, AL",(251) 974-1100,30.2765,4.6
Lartigue's Original Fresh Seafood Market,Gulf Shores,"23043 Perdido Beach Blvd, Gulf Shores, AL",http://www.lartigueseafood.com/,(251) 948-2644,4.7
SaBai on Jefferson,Gulf Shores,"130 S Jefferson St, Gulf Shores, FL",http://www.sabaionjefferson.com/,(850) 741-4618,4.5
Bay Town Burger Co,Gulf Shores,"7450 Airport Blvd Suite D, Gulf Shores, AL",https://www.toasttab.com/bay-town-burger-mo-bay-beignet-west-mobile-7450-airport-boulevard-suite-d,(251) 408-9925,4.1
Hip Pocket Deli,Gulf Shores,"4124 Barrancas Ave, Gulf Shores, FL",,(850) 455-9319,4.8
Ronin Sushi and Steak,Gulf Shores,"4851 Wharf Pkwy E #116, Gulf Shores, AL",,(251) 981-0883,2.8
Duck’s Diner,Gulf Shores,"120 E Fort Morgan Rd, Gulf Shores, AL",http://www.ducksdiner.com/,(251) 484-0055,4.5
Sabai Thai Cuisine,Gulf Shores,"4154 Wulff Rd Suites A&B, Gulf Shores, AL",http://facebook.com/sabaithaial,(251) 408-9755,4.8
The Restaurant At Lost Key,Gulf Shores,"625 Lost Key Dr UNIT B, Gulf Shores, FL",https://www.lostkeygolf.com/,(850) 549-2168,3.6
VEDA INDIAN CUISINE & BAR,Gulf Shores,"4874 University Dr NW, Gulf Shores, AL",https://thevedausa.com/?utm_source=google,(256) 585-2552,4.7
Pirate's Bar And Grill,Gulf Shores,"100 Orleans Dr, Gulf Shores, AL",http://www.piratesbarandgrill.com/,(251) 861-2969,4.3
Kohinoor Indian Cuisine,Gulf Shores,"12110 County Line Rd suite a, Gulf Shores, AL",https://hibasgulfshores.com,(256) 262-4255,4.8
Thai Fusion,Gulf Shores,"5369 US-90, Gulf Shores, AL",,(251) 287-7455,4.4
Taste of India,Gulf Shores,"810 E Gregory St, Gulf Shores, FL",https://newtasteofindia.com/,(850) 439-3005,4.4
Jordan Valley Restaurant,Gulf Shores,"201 S Jefferson St, Gulf Shores, FL",https://www.jordanvalleyrestaurantmenu.com/,(850) 607-2780,4.3
Dick's Last Resort - Orange Beach,Gulf Shores,"4720 Main St Suite M 101, Gulf Shores, AL",https://dickslastresort.com/locations/,(251) 240-6013,4.7
China Garden,Gulf Shores,"32 S Blue Angel Pkwy, Gulf Shores, FL",https://www.chinagardenpensacola.com/,(850) 457-2688,3.7
Stix,Gulf Shores,"10240 Eastern Shore Blvd, Gulf Shores, AL",http://spanishfort.stixonline.com/,(251) 621-9088,4.2
Hunan Wok - West Pensacola,Gulf Shores,"4600 Mobile Hwy Ste 108, Gulf Shores, FL",https://www.hunanwokpensacola.com/,(850) 456-8883,4.2
Poke Bowl Sushi Burrito & Boba,Gulf Shores,"229 E 20th Ave, Gulf Shores, AL",https://www.clover.com/online-ordering/poke-bowl-sushi-burrito--boba--gulf-shores-gulf-shores,(251) 609-5004,4.8
Panda Palace Buffet,Gulf Shores,"1335 Satchel Paige Dr, Gulf Shores, AL",https://pandapalacebuffet.shop/,(251) 217-7278,3.9
Holi Indian Grill (A Flavor Of Joy),Gulf Shores,"3212 W 23rd St, Gulf Shores, FL",https://holirestaurants.com/,(850) 215-3030,4.3
Khon's on Palafox,Gulf Shores,"34 S Palafox St, Gulf Shores, FL",https://khonsonpalafox.com/,(850) 857-8354,4.6
Kyoto Japanese Steakhouse,Gulf Shores,"6883 US-98, Gulf Shores, FL",https://www.kyotopensacola.com/,(850) 637-1678,4.4
Wonderful House,Gulf Shores,"629 Main St, Gulf Shores, AL",https://wonderfulhouseonline.com/,(970) 867-8899,4.1
Fusion grill at Osceola,Gulf Shores,"300 Tonawanda Dr, Gulf Shores, FL",https://www.fusiongrill.net/,(850) 332-5073,3.8
Flora-Bama Liquor & Lottery,Gulf Shores,"17401 Perdido Key Dr, Pensacola, FL 32507, USA, Gulf Shores, FL",https://www.florabama.com/,(850) 492-0611,4.4
Another Broken Egg Cafe,Gulf Shores,"25910 Canal Rd Suite K, Gulf Shores, AL",https://www.anotherbrokenegg.com/locations/orange-beach-al/,(251) 981-7780,4.4
Coach-n-Four Steakhouse,Gulf Shores,"7445 Pine Forest Rd, Gulf Shores, FL",http://www.coachnfoursteakhouse.com/,(850) 944-1600,4
Golden Dragon Chinese Kitchen,Gulf Shores,"3959 Cottage Hill Rd, Gulf Shores, AL",https://www.goldendragonchinesekitchen.com/,(251) 478-8842,3.7
Hammered Crab,Gulf Shores,"1220 Gulf Shores Pkwy, Gulf Shores, AL",http://thehammeredcrab.com/,(251) 200-0545,4
