name,city,address,website,phone,rating
Winners Sneakers & Clothing,Gulf Shores,"1105 N McKenzie St, Gulf Shores, AL",https://shoestorefoley.com/,(251) 319-3737,4
Manning Jewelry,Gulf Shores,"207 W Laurel Ave, Gulf Shores, AL",http://www.manningjewelry.com/,#ERROR!,5
Gulf Shores Beach Supply,Gulf Shores,"333 Perdido Beach Blvd, Gulf Shores, AL",http://gulfshoresbeachsupply.com/,(251) 923-5588,4.4
Souvenir City of Orange Beach,Gulf Shores,"24644 Perdido Beach Blvd, Gulf Shores, AL",https://souvenircityob.com/,#ERROR!,4.2
Versona,Gulf Shores,"5100 N 9th Ave, Gulf Shores, FL",https://stores.shopversona.com/fl/pensacola/5100-north-9th-avenue?utm_source=gmb&utm_medium=Yext&y_source=1_MjY1NjEwNjYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(850) 474-9966,4.2
Freddie Datu Jewelers,Gulf Shores,"4108 W Fairfield Dr, Gulf Shores, FL",,(850) 456-0433,5
Beasley Jewelers & Design,Gulf Shores,"875 E 9 Mile Rd Suite 11, Gulf Shores, FL",http://www.beasleyjewelers.com/,(850) 477-7311,4.8
Infinity Bicycles,Gulf Shores,"915 Hillcrest Rd, Gulf Shores, AL",https://www.infinity-bicycles.com/?y_source=1_MTU0OTc0NjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(251) 607-1156,4.8
Saturn Collection Vintage,Gulf Shores,"*Inside* Rosie's Antique Emporium, Gulf Shores, FL",http://instagram.com/saturncollection,(943) 300-6455,4.8
Dorothy June Booksellers,Gulf Shores,"107 W Orange Ave Ste A, Foley, AL 36535, USA, Gulf Shores, AL",https://dorothyjunebooksellers.com/,(251) 943-1091,4.8
Navy Point Shopping Center,Gulf Shores,"400 N Navy Blvd, Gulf Shores, FL",,,4.4
Sand Dollar Lifestyles - Gulf Shores,Orange Beach,"4700B Main St Suite 108, Orange Beach, AL 36561, USA, Gulf Shores, AL",http://pardyhardy.com/,(251) 224-1660,3
Gifted. Orange Beach,Gulf Shores,"27267 Perdido Beach Blvd B113, Gulf Shores, AL",,(251) 980-4438,5
Village Mercantile,Gulf Shores,"925B Beach Club Trail, Gulf Shores, AL",https://thebeachclub.spectrumresorts.com/the-amenities/shopping/?utm_source=google&utm_medium=places&utm_campaign=google_places,(251) 224-3660,4.1
Sweetpea's Posh Pets Boutique,Gulf Shores,"1210 Gulf Shores Pkwy, Gulf Shores, AL",http://www.sweetpeasposhpets.com/,(251) 948-0147,
KJS Used Book Nook LLC,Gulf Shores,"1401 W Moreno St, Gulf Shores, FL",,,4.5
Diamond Jewelers,Gulf Shores,"108 E 20th Ave, Gulf Shores, AL",http://www.diamondjewelers.net/,(251) 967-4141,5
