name,address,category,website,phone,rating,place_id
Renasant Bank,"25556 Canal Rd, Orange Beach, AL 36561, USA",SERVICES,https://www.renasantbank.com/welcome,(251) 923-1000,4.4,ChIJTepyf08GmogRsme0-VxSvpk
Regions Bank,"4100 Orange Beach Blvd, Orange Beach, AL 36561, USA",SERVICES,https://www.regions.com/locator/al/orange-beach/full-service-branch-4100-orange-beach-blvd?cid=localListing_google,(251) 213-2240,3.4,ChIJT3Q851IGmogRIQSFhRUqeNM
Comprehensive Dentistry of Orange Beach,"2750 Rollins Rd, Orange Beach, AL 36561, USA",SERVICES,http://www.orangebeachdentistry.com/,(251) 974-1512,4.8,ChIJRQLPHCcEmogRtBHixj1tafo
Doc of the Bay Dentistry Brackett John H DMD,"25771 Canal Rd, Orange Beach, AL 36561, USA",SERVICES,,(251) 981-2273,5,ChIJUbaruE4GmogRZMWN4oC6jy4
Doc of the Bay,"25771 Canal Rd, Orange Beach, AL 36561, USA",SERVICES,https://docofthebay.com/,(251) 981-2273,5,ChIJUbaruE4GmogRH8RrEGi9_es
Orange Beach Family Dentistry,"25299 Canal Rd STE A5, Orange Beach, AL 36561, USA",SERVICES,http://www.orangebeachfamilydentistry.com/,(251) 321-7575,4.9,ChIJNWV0dEQGmogRDC8AvlAB56Q
Astin George T MD,"25775 Perdido Beach Blvd STE E, Orange Beach, AL 36561, USA",SERVICES,,(251) 974-3004,5,ChIJ80wPXvkGmogRVB-kElzwwuE
Gravely Chiropractic & Wellness,"22660 Canal Rd Unit A, Orange Beach, AL 36561, USA",SERVICES,http://www.gravelychiropractic.com/,(251) 974-2225,4.8,ChIJAcZFfVIGmogRxboa5-_ZNcY
"Ryan A. Forbess, MD | Orange Beach Family Medicine","22660 Canal Rd Unit B, Orange Beach, AL 36561, USA",SERVICES,https://obfamilymedicine.com/,(251) 424-1600,4.3,ChIJl4vsxq-nkIgRp7b4PKhMu5s
"Russell Proctor, MD","25908 Canal Rd Suite D, Orange Beach, AL 36561, USA",SERVICES,https://www.baldwinhealthmedicalgroup.com/doctors-providers/proctor-russell-md-7570?utm_source=gmb&utm_medium=homepage&utm_campaign=biz-listings,(251) 952-6653,4.9,ChIJ12RzJuQNmogRKb3xJQEAYpE
HealthActions Physical Therapy - Orange Beach,"25910 Canal Rd Suite P, Orange Beach, AL 36561, USA",SERVICES,http://www.healthactionspa.com/,(251) 981-7778,5,ChIJT5aqOEwGmogRlRTDcVvyj2M
ATM,"25435 Perdido Beach Blvd, Orange Beach, AL 36561, USA",SERVICES,http://www.cardtronics.com/,,0,ChIJa8xq0_YGmogRAi8Vmur25-k
Presto! ATM,"25771 Perdido Beach Blvd, Orange Beach, AL 36561, USA",SERVICES,https://prestoatms.publix.com/,(800) 242-1227,5,ChIJKyKxyPkGmogRKYs0kRgYbXQ
Dolphin Harbor,"28875 Perdido Beach Blvd, Orange Beach, AL 36561, USA",SERVICES,,,4.9,ChIJ8_xXNCyokIgR75KlXGwOuFs
Hilton Garden Inn Orange Beach Beachfront,"23092 Perdido Beach Blvd, Orange Beach, AL 36561, USA",LODGING,https://www.hilton.com/en/hotels/orbhhgi-hilton-garden-inn-orange-beach-beachfront/?SEO_id=GMB-AMER-GI-ORBHHGI&y_source=1_MjA4MzE5NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(251) 974-1600,4,ChIJGXJHhjwEmogRx83gFnYvJkM
Holiday Inn Express Orange Beach-on the Beach by IHG,"24700 Perdido Beach Blvd, Orange Beach, AL 36561, USA",LODGING,https://www.ihg.com/holidayinnexpress/hotels/us/en/orange-beach/orbal/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-ORBAL,(251) 974-1634,4.2,ChIJz9cE8I0GmogRAN55tn_Y6ow
Hampton Inn & Suites Orange Beach/Gulf Front,"25518 Perdido Beach Blvd, Orange Beach, AL 36561, USA",LODGING,https://www.hilton.com/en/hotels/mobobhx-hampton-suites-orange-beach-gulf-front/?SEO_id=GMB-AMER-HX-MOBOBHX&y_source=1_MjA4MzM0Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(251) 923-4400,4.3,ChIJvXH0mPAGmogR7tD0gc92YOE
Perdido Beach Resort,"27200 Perdido Beach Blvd, Orange Beach, AL 36561, USA",LODGING,https://www.perdidobeachresort.com/?utm_source=local&utm_medium=organic&utm_campaign=website_link,(251) 981-9811,4.7,ChIJuaoU9AoHmogRMFODjW4S2UQ
Island House Hotel Orange Beach - a DoubleTree by Hilton,"26650 Perdido Beach Blvd, Orange Beach, AL 36561, USA",LODGING,https://www.hilton.com/en/hotels/pnsobdt-island-house-hotel-orange-beach/?SEO_id=GMB-AMER-DT-PNSOBDT&y_source=1_NzYzNzcyOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(251) 981-6100,4.5,ChIJQaI6wwcHmogRBwPnYQu3q8g
Palm Beach Resort,"22984 Perdido Beach Blvd, Orange Beach, AL 36561, USA",LODGING,https://palmbeachresortob.com/,(251) 974-5020,4.3,ChIJMyaJoD4EmogReEZGI9SM-Gc
Turquoise Place,"26302 Perdido Beach Blvd, Orange Beach, AL 36561, USA",LODGING,https://turquoiseplace.spectrumresorts.com/?utm_source=google&utm_medium=places&utm_campaign=places,(877) 720-5864,4.7,ChIJxSxDIv4GmogRYYBU1Z6DxcM
Fairfield by Marriott Inn & Suites Orange Beach,"3111 Loop Rd, Orange Beach, AL 36561, USA",LODGING,https://www.marriott.com/en-us/hotels/pnsob-fairfield-inn-and-suites-orange-beach/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,(251) 543-4444,4.1,ChIJE7n6rvYGmogRLyI6Yc_STQw
Jewel's Beach Salon,"27250 Perdido Beach Blvd Suite B, Orange Beach, AL 36561, USA",ACTIVITIES,https://www.jewelsbeachsalon.com/,(251) 981-1111,4.6,ChIJE1StbKAHmogR97pzZUAB_NU
Top Nails,"25241 Perdido Beach Blvd STE W, Orange Beach, AL 36561, USA",ACTIVITIES,,(251) 967-1699,4.2,ChIJlWY0UPEGmogR1i9db_788ic
Color Illusionz,"25753 Canal Rd A, Orange Beach, AL 36561, USA",ACTIVITIES,,(251) 974-4247,5,ChIJ01Qvw04GmogRaCTa9z9DuGQ
Salon Paradise,"26831 Canal Rd, Orange Beach, AL 36561, USA",ACTIVITIES,,(251) 981-7721,4.9,ChIJq6qqqvcGmogRHfZ50VKvBC4
The Wax Room and Body Bar,"27267 Perdido Beach Blvd Ste 207, Orange Beach, AL 36561, USA",ACTIVITIES,http://mywaxroom.com/,(251) 223-9489,5,ChIJdWTmcNAEmogRmTqGGX36ay4
The Beach Barber,"4575 Orange Beach Blvd, Orange Beach, AL 36561, USA",ACTIVITIES,https://the-beach-barber.placeid.site/,(251) 232-6559,4.9,ChIJ5U33ZEwGmogRf18-d7fM8UQ
Orange Beach Yoga,"4851 Wharf Pkwy W, Orange Beach, AL 36561, USA",ACTIVITIES,,(251) 752-8090,5,ChIJCd14OMMFmogREOQf9CwClD8
CrossFit Anchor Down,"27085 Canal Rd, Orange Beach, AL 36561, USA",ACTIVITIES,https://crossfitanchordown.com/contact.html,(217) 841-6983,5,ChIJ6QeL574HmogR9JoojrxKExE
Orange Beach Soccer Complex,"4389 William Silvers Pkwy, Orange Beach, AL 36561, USA",ACTIVITIES,,,4.8,ChIJ46SAw3sGmogR5VIqgxxpjH0
Pura Vida Pilates,"4780 Wharf Pkwy E F-202, Orange Beach, AL 36561, USA",ACTIVITIES,https://www.puravidaoba.com/,(251) 475-6999,5,ChIJz1B_ErkFmogReXCZcqe8wNo
AMC CLASSIC Wharf 15,"23101 Canal Rd, Orange Beach, AL 36561, USA",ACTIVITIES,https://www.amctheatres.com/movie-theatres/pensacola-mobile/amc-classic-wharf-15?utm_medium=organic&utm_source=google&utm_campaign=local,(251) 981-4444,4.4,ChIJ_Y5McNwFmogRka2KRRD8ZDk
Rejuvenation Med Spa,"4223 Orange Beach Blvd suite b, Orange Beach, AL 36561, USA",ACTIVITIES,https://www.rejuvenationoba.com/,(251) 981-4772,4.3,ChIJtVkpVdsFmogRyhbytW9cc8g
The Massage Office,"24821 Commercial Ave # 3, Orange Beach, AL 36561, USA",ACTIVITIES,http://themassageoffice.com/,(251) 747-5001,5,ChIJX8dMxLcEmogRNuYzJH1ZiA4
Eden Spa & Salon,"25741 Perdido Beach Blvd Suite H, Orange Beach, AL 36561, USA",ACTIVITIES,http://www.edenspaandsalonllc.com/,(251) 981-8600,4.4,ChIJiVbZlp8HmogRvpN9hb4HCE0
Orange Beach Adult Fitness Center,"4847 Wilson Blvd, Orange Beach, AL 36561, USA",ACTIVITIES,https://www.orangebeachal.gov/469/Adult-Fitness-Center,(251) 981-6028,4.9,ChIJgcnyB6MHmogRlNuBBs_nP9k
