name,address,category,website,phone,rating,place_id
Peaches N Clean Gulf Shores,"1545 Gulf Shores Pkwy #270, Gulf Shores, AL 36542, USA",SERVICES,http://www.peachesncleancarpetcleaning.com/,(251) 621-0066,4.5,ChIJixhqYg4OmogRqidk7uakYqk
DaVita Gulf Shores Dialysis Center,"3947 Gulf Shores Pkwy #150, Gulf Shores, AL 36542, USA",SERVICES,https://www.davita.com/locations/al/gulf-shores/3947-gulf-shores-pkwy--4402,(833) 375-1543,5,ChIJnU2s8kQFmogRd0eVSKKw23k
Publix Pharmacy at Colonial Promenade at Craft Farms,"160 Cotton Creek Dr #100, Gulf Shores, AL 36542, USA",SERVICES,https://www.publix.com/pharmacy?utm_medium=maps&utm_source=google&utm_content=psmpharm_google_override,(251) 948-2781,3.2,ChIJlXxkcgsFmogRiyhNlDQ3BvI
Coastal Vein Institute,"3817 Gulf Shores Pkwy STE 7, Gulf Shores, AL 36542, USA",SERVICES,http://www.coastalveininstitute.com/,(251) 948-4002,0,ChIJ9SReykYFmogR6Q-i3QnvoBA
Publix Pharmacy at Paradise Isle Shopping Center,"1720 Gulf Shores Pkwy Ste 2, Gulf Shores, AL 36542, USA",SERVICES,https://www.publix.com/pharmacy?utm_medium=maps&utm_source=google&utm_content=psmpharm_google_override,(251) 240-3004,5,ChIJ6xnKId4FmogRaMbnig7_cFo
Premier Hormone Health and Wellness,"1140 Gulf Shores Pkwy Ste A, Gulf Shores, AL 36542, USA",SERVICES,https://premierhormone.com/,(251) 651-6550,5,ChIJ_38QOsMFmogRTKA5A52zE2M
Mercy Medical Health Center of Gulf Shores,"3849 Gulf Shores Pkwy STE 9, Gulf Shores, AL 36542, USA",SERVICES,https://www.facebook.com/mmhcgulfshores,(251) 957-8970,4.9,ChIJTT8YisQFmogRLoGgDSnaG1A
DaVita Gulf Shores At Home,"3947 Gulf Shores Pkwy #150, Gulf Shores, AL 36542, USA",SERVICES,,(833) 404-2637,0,ChIJSzXV6kQFmogRxe8vgOikQgo
Saunders Yachtworks,"605 Waterway E Blvd, Gulf Shores, AL 36542, USA",SERVICES,http://www.saundersyacht.com/,(251) 981-3700,4.5,ChIJldn8aB8FmogREEKlvHVyqi4
Walmart Auto Care Center,"170 E Fort Morgan Rd, Gulf Shores, AL 36542, USA",SERVICES,https://www.walmart.com/store/2748-gulf-shores-al/auto-care-center/?veh=seo_loc,(251) 968-5915,3.4,ChIJg9iMWsUEmogR9AlEOq-Rzj0
Gulf Shores Automotive,"3113 E 2nd St, Gulf Shores, AL 36542, USA",SERVICES,http://dwayneakins46.wixsite.com/gulfshoresautomotive,,3.9,ChIJYXZABCQFmogRgOqAd8k_SQA
"Legacy Window Films, LLC","3757 Gulf Shores Pkwy Suite BC, Gulf Shores, AL 36542, USA",SERVICES,https://legacywindowfilms.com/,(251) 230-0985,5,ChIJ1XZQAOqItocRgvTyrEy_Ltc
Gulf Shores Power Sports Honda Service,"3807 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,http://gspsmarine.com/,(251) 948-6748,3.5,ChIJ0QjfGEcFmogRqCBTc64TipQ
GARCIA'S CUSTOM BIKES RENTALS and Repairs,"22901 Boutwell Ln, Gulf Shores, AL 36542, USA",SERVICES,,(251) 291-7662,3,ChIJMcdulZkFmogRJkV5p4UOHKU
Amberjack E-bike Rentals & Sales,"1544 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,https://amberjackebikerentals.com/,(251) 290-9227,5,ChIJpT3wtjRpR68R9dYu8A6io4c
CVS Pharmacy,"3820 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,https://www.cvs.com/store-locator/gulf-shores-al-pharmacies/3820-gulf-shores-pkwy-gulf-shores-al-36542/storeid=17236?WT.mc_id=LS_GOOGLE_RX_17236,(251) 967-7002,4.6,ChIJR8VZ1EYFmogRCjaPwyDAkZM
Gulf Shores Family Pharmacy,"251 Clubhouse Dr, Gulf Shores, AL 36542, USA",SERVICES,http://gulfshoresrx.com/,(251) 968-3784,4.8,ChIJufcGOtEEmogRUONjb-yWgMk
"Toni Klutho, PD","3820 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,,(251) 967-7002,0,ChIJR8VZ1EYFmogRJ4NekVMYkDg
Walmart Pharmacy,"170 E Fort Morgan Rd, Gulf Shores, AL 36542, USA",SERVICES,https://www.walmart.com/store/2748-gulf-shores-al/pharmacy/?veh=seo_loc,(251) 968-5910,4.2,ChIJg9iMWsUEmogRO4xO2nvkslQ
Pharmacy Management Group Inc,"344 Royal Dr, Gulf Shores, AL 36542, USA",SERVICES,,(251) 980-1508,0,ChIJqXwtv2wFmogR8lkWb76iQPs
Patient Care Pharmacy,"2033 W 1st St, Gulf Shores, AL 36542, USA",SERVICES,,(251) 948-3423,0,ChIJI6ilE9cEmogRc16SGwxCi30
COVID-19 Drive-Thru Testing at Walgreens,"1421 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,https://www.walgreens.com/findcare/covid19/testing,(251) 968-5946,0,ChIJAQBQuc8EmogReo4Ad1Ys2Fg
Walgreens Pharmacy,"1421 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,https://www.walgreens.com/locator/walgreens-1421+gulf+shores+pkwy-gulf+shores-al-36542/id=1230,(251) 968-5946,3.1,ChIJ9a5fuc8EmogRLS87fBTJZc0
Wells Fargo Bank,"1617 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,https://www.wellsfargo.com/locator/bank/1617__GULF__SHORES__PKWY_GULF__SHORES_AL_36542/?utm_campaign=Local_Listings&utm_source=Google&group=Community_Bank&loc=AC35537,(251) 968-2456,3,ChIJAX-jqNAEmogRt6_YG8GhlNI
Regions Bank,"1400 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,https://www.regions.com/locator/al/gulf-shores/full-service-branch-1400-gulf-shores-pkwy?cid=localListing_google,(251) 213-2130,2.6,ChIJe7MNEdAEmogRMtkTHahF9L8
Centennial Bank,"2201 W 1st St, Gulf Shores, AL 36542, USA",SERVICES,https://www.my100bank.com/location/2201-west-1st-st?utm_source=extnet&utm_medium=yext,(251) 986-8900,3,ChIJgesftc8EmogR5Ka2hMzb28A
PNC Bank,"3830 Gulf Shores Pkwy Lot 4, Gulf Shores, AL 36542, USA",SERVICES,https://locator.pnc.com/en/details/al/gulf-shores/branch/3830-gulf-shores-pkwy?lnksrc=branch-listing-google,(251) 967-5810,2.9,ChIJNcO3NUEFmogRTisBA0YxiDY
Truist,"1500 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,https://www.truist.com/branch/al/gulf-shores/36542/1500-gulf-shores-pkwy,(251) 968-6893,2.7,ChIJe7MNEdAEmogRVZV2q3RdGKI
Hancock Whitney Bank,"1801 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,https://locations.hancockwhitney.com/al/gulfshores/financial-center-gulf-shores.html,(251) 967-1212,3.6,ChIJnxV0utAEmogROC6NXov2GB8
Woodforest Bank,"170 E Fort Morgan Rd, Gulf Shores, AL 36542, USA",SERVICES,http://www.woodforest.com/,(251) 239-3266,4.4,ChIJhx7f1cQEmogR-nHy-JAxa6o
Gulf Coast Dentistry,"225 E 16th Ave, Gulf Shores, AL 36542, USA",SERVICES,http://www.dentistgulfcoast.com/,(251) 948-9313,4.9,ChIJu-rzOd8EmogRtxgDeAdRHa0
Gulf Shores Dentist,"245 Clubhouse Dr, Gulf Shores, AL 36542, USA",SERVICES,https://gulfshoresdentist.net/about-us/,(251) 616-7161,1,ChIJq6q6OtEEmogRfKF2Br62b5A
"Dr. Dewey Hammond III, MD","4170 Spinnaker Dr, Gulf Shores, AL 36542, USA",SERVICES,,(337) 371-4644,0,ChIJicEx8lEamogR1T0bVqFf3kw
Coastal Vascular Intrvntnl,"3620 Gulf Shores Pkwy # 240, Gulf Shores, AL 36542, USA",SERVICES,http://www.coastalveininstitute.com/,,0,ChIJ9YdY1EYFmogRCNOCaP-XeU8
BenchMark Physical Therapy,"3947 Gulf Shores Pkwy #260, Gulf Shores, AL 36542, USA",SERVICES,https://www.benchmarkpt.com/locations/gulf-shores/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(251) 943-0803,4.9,ChIJYzOr7EQFmogRqNzRxVBt-Ok
Wells Fargo ATM,"1617 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",SERVICES,https://www.wellsfargo.com/locator/bank/1617__GULF__SHORES__PKWY_GULF__SHORES_AL_36542/?utm_campaign=Local_Listings&utm_source=Google&group=ATM&loc=OS143474,(800) 869-3557,5,ChIJz3ijqNAEmogRb3uobHK6kG0
Presto! ATM,"160 Cotton Creek Dr #100, Gulf Shores, AL 36542, USA",SERVICES,https://prestoatms.publix.com/,(800) 242-1227,0,ChIJcdhMFD8FmogRknK6X2UYygw
Holiday Inn Express & Suites Gulf Shores by IHG,"160 W Commerce Ave, Gulf Shores, AL 36542, USA",LODGING,https://www.ihg.com/holidayinnexpress/hotels/us/en/gulf-shores/gfscm/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-GFSCM,(251) 948-6191,4,ChIJtQsWZNAEmogR22WwsXMGa2k
Microtel Inn & Suites by Wyndham Gulf Shores,"3600 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",LODGING,https://www.wyndhamhotels.com/microtel/gulf-shores-alabama/microtel-inn-and-suites-gulf-shores/overview?CID=LC:5b3ss9kd80xe5ox:28397&iata=00093796,(251) 298-8800,3.6,ChIJNwN-KkcFmogRZT54DgbLsfI
Staybridge Suites Gulf Shores by IHG,"3947 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",LODGING,https://www.ihg.com/staybridge/hotels/us/en/gulf-shores/pnssb/hoteldetail?cm_mmc=GoogleMaps-_-SB-_-US-_-PNSSB,(251) 277-4343,4.2,ChIJcykCh0QFmogRbqVBxj5DTmE
Beachside Resort Hotel,"610 W Beach Blvd, Gulf Shores, AL 36542, USA",LODGING,https://beachsideresortgulfshores.com/,(251) 948-8141,3.5,ChIJp7h88kwbmogRWmVYCKSQrv4
Best Western on the Beach,"337 E Beach Blvd, Gulf Shores, AL 36542, USA",LODGING,https://www.bestwestern.com/en_US/book/hotel-rooms.01047.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:01047,(251) 948-2711,4.2,ChIJQ3rGXrkEmogRqQ1LQ3wvYsw
Courtyard by Marriott Gulf Shores Craft Farms,"3750 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",LODGING,https://www.marriott.com/en-us/hotels/pnsgs-courtyard-gulf-shores-craft-farms/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,(251) 968-1113,4.2,ChIJOdJUrEYFmogR34Tr6uUZbo0
Bluegreen Paradise Isle Resort,"620 W Beach Blvd, Gulf Shores, AL 36542, USA",LODGING,https://www.bluegreenvacations.com/resorts/alabama/paradise-isle-resort/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=GoogleMyBusiness&y_source=1_OTAwMDMyMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(251) 948-6811,4.2,ChIJEbc6WkwbmogR3-p2b7JXDZg
Tommy's VIP Tours LLC,"4062 Muirfield Ct, Gulf Shores, AL 36542, USA",ACTIVITIES,,(251) 200-0241,5,ChIJGZmEz965m4gR4Eiaz2943XM
Rip Curlz Hair Studio,"201 E 16th Ave, Gulf Shores, AL 36542, USA",ACTIVITIES,https://www.ripcurlz.com/,(251) 427-2875,4.9,ChIJLSxuVUAFmogR1SfxDuwtJRE
Alise & Co. Salon,"3849 Gulf Shores Pkwy STE 5, Gulf Shores, AL 36542, USA",ACTIVITIES,http://www.aliseandcosalon.com/,(251) 923-4477,4.9,ChIJ2yafBEQFmogRPQrcY0-tJyk
Gulf Shores Massage Therapy,"309 E 21st Ave Suite H, Gulf Shores, AL 36542, USA",ACTIVITIES,http://massagegulfshores.com/,(251) 223-9217,4.8,ChIJMT_35CcFmogRgx1CDdA7-5A
Crowned Hair Salon,"201 E 16th Ave Suite A, Gulf Shores, AL 36542, USA",ACTIVITIES,https://crownedhairsalon.com/,(251) 753-8064,5,ChIJEYu5YsUEmogRnU1b09ut0jA
Great Clips,"160 Cotton Creek Dr Ste 235, Gulf Shores, AL 36542, USA",ACTIVITIES,https://salons.greatclips.com/us/al/gulf-shores/160-cotton-creek-dr?utm_source=google&utm_medium=organic&utm_campaign=gmb,(251) 948-0008,4.2,ChIJcdhMFD8FmogRPoi24uJWVhI
LUXE Brows and Lashes,"3800 Gulf Shores Pkwy Ste 154, Gulf Shores, AL 36542, USA",ACTIVITIES,https://www.luxebrowsandlashes.com/,(801) 648-2264,4.8,ChIJxxwt8EAFmogRetj6AkJAJls
Emerald Coast Esthetics,"1574 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",ACTIVITIES,,(251) 752-3223,0,ChIJdWTmcNAEmogRixRzgAL2W24
Cleopatras Beauty Boutique,"1538 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",ACTIVITIES,http://spasofeden.com/,(251) 981-8600,4,ChIJlf4REdAEmogRRp3nI7kJ9Ew
Two Gals Salon,"1556 Gulf Shores Pkwy STE 3, Gulf Shores, AL 36542, USA",ACTIVITIES,,(251) 948-4257,4.7,ChIJEYtUbNAEmogRq1cgvN8FfDs
Blondies Hair Studio,"1404 W 1st St STE G, Gulf Shores, AL 36542, USA",ACTIVITIES,https://www.facebook.com/Blondies-Hair-Studio-76932399431/,(251) 979-0750,5,ChIJEYtUbNAEmogR5TWn9PX3OEE
Hello Beautiful Salon,"16961 AL-180, Gulf Shores, AL 36542, USA",ACTIVITIES,https://www.styleseat.com/4amyjones,(251) 424-7664,0,ChIJk0w1LHUbmogRVJwnwhvof1Y
Wayne's Barber Shop,"215 E 23rd Ave, Gulf Shores, AL 36542, USA",ACTIVITIES,https://arveduidir.top/wayne-s-barber-shop-tzhgkgu.html,(251) 979-9668,4.5,ChIJrXfnmdgEmogRGc_4tzhGKGU
Ace's Better Bodies,"3873 Gulf Shores Pkwy UNIT A, Gulf Shores, AL 36542, USA",ACTIVITIES,https://acesbetterbodies.com/,(251) 943-3300,4.9,ChIJlYuKfBYOmogREn70dakYWmc
10th Planet Jiu Jitsu Gulf Shores,"3501 Gulf Shores Pkwy STE 9, Gulf Shores, AL 36542, USA",ACTIVITIES,,(251) 597-0046,5,ChIJfeB-njgQmogRrPcERZhbalw
Glow Yoga,"314 E 21st Ave, Gulf Shores, AL 36542, USA",ACTIVITIES,https://glowstudioandshop.com/,(251) 968-4569,4.9,ChIJnTQvbsgEmogR9V0RXuAAlGU
"Evolve Fitness Spa, LLC.","3757 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",ACTIVITIES,http://www.evolvefitness.fit/,(251) 747-1379,4.5,ChIJN7C9rdwFmogR2G0bqf-aeR4
Gulf Shores CrossFit,"7369 Alamo Cir, Gulf Shores, AL 36542, USA",ACTIVITIES,https://www.gulfshorescrossfit.com/,(716) 713-8777,5,ChIJG3dMozgFmogRklFRb-VAT5s
Rizzuto Richard DC,"1600 N Mckenzie St, Gulf Shores, AL 36542, USA",ACTIVITIES,,(251) 968-2226,0,ChIJj2JGTFkFmogReuwAY44sZOU
David L. Bodenhamer Center,"310 W 19th Ave, Gulf Shores, AL 36542, USA",ACTIVITIES,http://www.gulfshoresal.gov/bodenhamer,(251) 968-1420,4.7,ChIJqZWdmNYEmogRjtAIS7YfF3o
Fitness Factory,"3501 Gulf Shores Pkwy STE 9, Gulf Shores, AL 36542, USA",ACTIVITIES,http://fitnessfactorynow.com/,(251) 426-5247,4.6,ChIJoUIF01gFmogRUJkUTMQJoAI
HOTWORX - Gulf Shores AL,"160 Cotton Creek Dr Suite 275, Gulf Shores, AL 36542, USA",ACTIVITIES,https://www.hotworx.net/studio/gulfshores,(251) 332-2042,4.2,ChIJEyEb2LkFmogRjyFhFA4_REQ
Neighborhood Barre Gulf Shores,"3800 Gulf Shores Pkwy Unit 118, Gulf Shores, AL 36542, USA",ACTIVITIES,https://neighborhoodbarre.com/location/nb-gulf-shores/,(251) 504-6441,5,ChIJe0EjZ9UFmogRulIDLB97zuo
Functional Fitness,"3757 Gulf Shores Pkwy Ste BE, 3757 Gulf Shores Pkwy Suite BC, Gulf Shores, AL 36542, USA",ACTIVITIES,https://www.functional-fitness.com/,(251) 600-9505,5,ChIJIYhKNxUFmogRGm0QPDkFYRU
CMX Cinemas Pinnacle,"3780 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",ACTIVITIES,https://www.cmxcinemas.com/Showtimes/Pinnacle-14-Cinemas,(251) 923-0100,4.4,ChIJyQGMBkAFmogRWnco398nJbk
ReNew SkinCare,"1574 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",ACTIVITIES,https://styleseat.com/amywhite6,(251) 424-0235,0,ChIJdWTmcNAEmogRvNFk9LhqG8Q
Archer's Gulf Serenity Spa,"3757 Gulf Shores Parkway Suite BA & BB, Gulf Shores, AL 36542, USA",ACTIVITIES,https://archers-gulf-serenity.com/,(850) 384-4657,5,ChIJVVUlGtcEmogRhQyvkNiFCuE
CCs Salon and Day Spa,"1556 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",ACTIVITIES,https://www.ccssalondayspaboutique.com/,(251) 968-2077,4.6,ChIJBY99btAEmogRIBZ1o1oFCkI
Island Tan,"201 E 16th Ave, Gulf Shores, AL 36542, USA",ACTIVITIES,http://www.islandtan-al.com/,(251) 968-4826,4.6,ChIJJbexM9AEmogRZyoZO0nyWk8
