name,address,website,url,phone,rating
Mama Lottie's Pub & Grill,"25405 Perdido Beach Blvd #25, Orange Beach, AL 36561, USA",,,(251) 403-0828,4.5
Summerchase Condominiums,"25800 Perdido Beach Blvd, Orange Beach, AL 36561, USA",http://www.summerchasehoa.com/,,(251) 974-1186,4.1
Presto! ATM,"25771 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://prestoatms.publix.com/,,(800) 242-1227,5
C-Shelz Photography,"25870 Bonito Ave, Gulf Shores, AL",http://www.cshelzphoto.com/,,(314) 560-6665,5
The Southern Grind at INDIGO,"22843 Perdido Beach Blvd, Orange Beach, AL 36561, USA",http://www.thesoutherngrind.com/,,(251) 975-2883,4.4
Hilton Garden Inn Orange Beach Beachfront,"23092 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.hilton.com/en/hotels/orbhhgi-hilton-garden-inn-orange-beach-beachfront/?SEO_id=GMB-AMER-GI-ORBHHGI&y_source=1_MjA4MzE5NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,(251) 974-1600,4
Holiday Inn Express Orange Beach-On The Beach,"{'street': '24700 Perdido Beach Boulevard', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {'lat': 30.2658, 'lng': -87.6034}}",https://www.ihg.com/holidayinnexpress/hotels/us/en/orange-beach/orbal/hoteldetail,,+1-251-9741634,
Beach Photography of Orange Beach,"30391 Ono N Loop W, Gulf Shores, AL",https://phoenixbeachphotography.com/phoenix-beach-photography-of-orange-beach/,,(251) 257-3614,
BOLO Steak & Seafood,"27370 Canal Rd, Orange Beach, AL 36561, USA",(251) 981-6800,,30.2897,4.4
Beech RV Park,"4224 Orange Beach Blvd, Gulf Shores, AL",,,(251) 752-4134,4.8
Cactus Cantina Canal Road,"25908 Canal Rd, Orange Beach, AL 36561, USA",http://www.mycactuscantina.com/,,(251) 974-0060,4.3
The Duke (Alabama State Park Outpost Primitive Campsite),"Orange Beach, Gulf Shores, AL",http://www.alapark.com/parks/gulf-state-park/outpost-campsites,,,5
Shores at Orange Beach,"{'street': '24060 Perdido Beach Blvd', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://shoresatorangebeach.com,,251-315-6853,
Rejuvenation Med Spa,"4223 Orange Beach Blvd suite b, Orange Beach, AL 36561, USA",https://www.rejuvenationoba.com/,,(251) 981-4772,4.3
Surfside Pizza,"{'street': '25405 Perdido Beach Blvd.', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://surfsidepizza.com,,(251) 981-2911,
Summerchase Condominium Association,"{'street': '25800 Perdido Beach Blvd', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561'}",https://www.summerchasehoa.com,,251-974-1186,
"Al's Liquor, Tobacco, Wine & Cigars","{'street': '25405 Perdido Beach Blvd, Suite 8', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561'}",https://alsliquortobaccowine.com,,(251) 981-6105,
OSO at Bear Point,"{'street': '5749 Bay La Launch Avenue', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://www.osobearpoint.com/,,(251) 345-6738,
Daisy’s Donuts (Boba & Kolaches),"26651 Perdido Beach Blvd A, Orange Beach, AL 36561, USA",https://www.canalroadanimalhospital.com/,,(251) 200-0040,4.2
Holiday Inn Express Orange Beach-on the Beach by IHG,"24700 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.ihg.com/holidayinnexpress/hotels/us/en/orange-beach/orbal/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-ORBAL,,(251) 974-1634,4.2
Portside on Main,"4605 Main St, Orange Beach, AL 36561, USA",https://alwharf.com/portside,,(251) 981-7721,4.9
Carmelo,"{'street': '25747 Perdido Beach Blvd Suite 1', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://carmeloitalian.com,,+12512004375,
The Wax Room,"{'street': '27267 Perdido Beach Blvd, Ste 207', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://mywaxroom.com,,(251) 223-9489,
COASTAL Orange Beach,"{'street': '25722 Perdido Beach Boulevard', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://www.coastalorangebeach.com/,,(251) 240-6001,4.7
Tacky Jacks Orange Beach,"27206 Safe Harbor Dr, Orange Beach, AL 36561, USA",http://tackyjacks.com/,,(251) 981-4144,4.5
Action Charter Service,"27844 Canal Rd, Orange Beach, AL 36561, USA",https://actioncharterservice.com/,,(251) 986-6855,4
2 Bedroom - Phoenix VII 71113,"26802 Perdido Beach Blvd #7516, Orange Beach, AL 36561, USA",,,(636) 736-4460,4.6
"Emerald Coast Carpet Cleaning & Restoration, LLC","25299 Canal Rd b9, Orange Beach, AL 36561, USA",http://www.emeraldcoastcarpetcleaners.com/,,(251) 948-2161,4.8
Sam's Bait and Tackle,"27122 Canal Rd, Orange Beach, AL 36561, USA",https://myislandtimecharters.com/,,(251) 981-4245,4.2
Wall Decor Frame Shop,"24823 Canal Rd, Orange Beach, AL 36561, USA",,,,
Serenity at The Beach Salon & Spa,"{'street': '27267 Perdido Beach Blvd #B203', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561'}",http://serenityatthebeach.com/,,(251) 981-3031,4.5
Publix Super Market at The Shoppes at Palm Pointe,"25771 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.publix.com/?setstorenumber=1213&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,,(251) 980-1400,4.6
"Surf Style 202: Surf, Swimwear, Sporting Goods in Orange Beach","25033 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://surfstyle.com/pages/surf-style-store-202?utm_source=google&utm_medium=organic&utm_campaign=gbl,,(954) 924-9779,3.9
Flora-Bama Event 7,"17401 Perdido Key Dr, Orange Beach, AL 36561",florabama.com,,,
Bryant Bank,"24847 Commercial Ave, Orange Beach, AL 36561, USA",http://bryantbank.com/,,(251) 981-2800,5
Live Bait Night Club,"24281 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.livebaitrestaurant.com/nightclub,,(251) 974-1612,4.1
Circle K | Gas Station,"4574 Orange Beach Blvd, Orange Beach, AL 36561, USA",https://www.circlek.com/store-locator/US/orange-beach/4574-orange-beach-blvd/2721582?utm_source=google&utm_medium=local&utm_campaign=google-local,,(251) 981-1433,2
Pandion Ridge Luxury RV Resort,"Pandion Blvd, Orange Beach, AL 36561, USA",http://pandionridge.com/,,(844) 707-4343,4.4
Gulf Babe Wine Boutique,"{'street': '4593 Main St. Suite C-101', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561'}",https://gulfbabe.com,,251-495-0573,5
"Louisiana Lagniappe, Orange Beach, AL","27267 Perdido Beach Blvd #201, Orange Beach, AL 36561, USA",http://www.thelouisianalagniappe.com/,,(251) 981-2258,4.6
Villaggio Grille,"{'city': 'Orange Beach', 'state': 'AL', 'coordinates': {}}",http://villaggiogrille.com/,,(251) 224-6510,4.4
thesoutherngrind.com,"4751 Main Street Suite 116 Orange Beach, AL 36561",https://thesoutherngrind.com/content/CWPD_Travel_NovDec_lores.pdf,,,
Flora-Bama Event 9,"17401 Perdido Key Dr, Orange Beach, AL 36561",florabama.com,,,
Fairfield by Marriott Inn & Suites Orange Beach,"3111 Loop Rd, Orange Beach, AL 36561, USA",https://www.marriott.com/en-us/hotels/pnsob-fairfield-inn-and-suites-orange-beach/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,(251) 543-4444,4.1
Premium Parking - P2851,"25150 Canal Rd, Orange Beach, AL 36561, USA",https://www.premiumparking.com/p2851,,(844) 236-2011,
Geaux Preaux Orange Beach,"Wharf Pkwy E, Orange Beach, AL 36561, USA",https://www.facebook.com/GPGulfshoresOrangebeachdetail/,,(225) 572-4007,5
George Haughton,"{'street': '24951 Perdido Beach Boulevard, Suite 100', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561'}",http://www.georgehaughton.com,,(251) 948-5555,
Blue Lagoon LLC,"27267 Perdido Beach Blvd B 106, Orange Beach, AL 36561, USA",https://www.facebook.com/blue.orangebeach/,,(251) 980-2583,4.7
Orange Beach Welcome Center,"23685 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.alabamasbeaches.com/,,(251) 974-1510,4.9
The Gulf,"{'street': '27500 Perdido Beach Blvd', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",http://www.thegulf.com/locations/orange-beach,,(251) 424-1800,4.7
Surfside Pizza Orange Beach,"25405 Perdido Beach Blvd Suite 10, Orange Beach, AL 36561, USA",https://www.surfsidepizza.com/,,(251) 981-2911,4.3
Advanced Carpet Cleaning & Restoration LLC,"{'street': '24252 Canal Road, Suite A', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://www.callonthepros.com,,2519551234,
Flora-Bama Event 10,"17401 Perdido Key Dr, Orange Beach, AL 36561",florabama.com,,,
Flora-Bama Event 8,"17401 Perdido Key Dr, Orange Beach, AL 36561",florabama.com,,,
Sunliner Diner - Orange Beach,"26035 Perdido Beach Blvd, Orange Beach, AL 36561, USA",,,,4.9
Escapes! To The Shores,"24060 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://shoresatorangebeach.com/,,(251) 315-6853,4.5
Voyagers,"{'street': '27200 Perdido Beach Blvd', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://voyagersrestaurant.com,,251-981-9811,4.7
Flora-Bama Event 6,"17401 Perdido Key Dr, Orange Beach, AL 36561",florabama.com,,,
Premium Parking - P2657,"3111 Loop Rd, Orange Beach, AL 36561, USA",https://www.premiumparking.com/p2657,,(844) 236-2011,5
Flora-Bama Event 1,"17401 Perdido Key Dr, Orange Beach, AL 36561",florabama.com,,,
Providence Properties,"28875 Perdido Beach Blvd, Orange Beach, AL 36561, USA",,,(251) 980-6055,4.4
Mile Marker 158,"4673 Wharf Pkwy W b, Orange Beach, AL 36561, USA",(251) 224-6500,,(251) 224-6500 ext. 4,4.5
Color Illusionz,"25753 Canal Rd A, Orange Beach, AL 36561, USA",,,(251) 974-4247,5
"We offer buffet style catering to boxed lunches to go from our menu, or we can customize to your needs from bacon wrapped scallops appetizers to salads, sandwiches, and Paninis","4751 Main Street Suite 116 Orange Beach, AL 36561",https://thesoutherngrind.com,,(251) 923-3265,
Treasure Chest,"27267 Perdido Beach Blvd # 111, Orange Beach, AL 36561, USA",,,(251) 948-4459,4.3
Gulf State Park Campground,"Live Oak Dr, Orange Beach, AL 36561, USA",https://www.alapark.com/parks/gulf-state-park/rv-and-primitive-campground,,(251) 948-7275 ext. 1,4.9
Sandshaker at the wharf,"4851 Wharf Pkwy E d130, Orange Beach, AL 36561, USA",http://www.sandshaker.com/,,(251) 923-0080,4.2
Breakout Games,"4776 Main St Suite L208, Orange Beach, AL 36561, USA",https://www.breakoutgames.com/orange-beach?utm_source=google&utm_medium=organic&utm_campaign=gmb-orange-beach,,(251) 929-8330,5
First National Bank,"25556 Canal Rd 2nd floor, Orange Beach, AL 36561, USA",https://www.firstnational.com/,,(251) 923-1000,2.3
Phoenix V Vacation Rental Condominiums,"24400 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.brett-robinson.com/orange-beach/phoenix-5/?utm_source=gmb&utm_medium=organic&utm_campaign=website-link&utm_term=phoenix-5-vacation-rental-condos,,(251) 960-9512,4.3
Phoenix X Vacation Rental Condominiums,"29576 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.brett-robinson.com/orange-beach/phoenix-10/?utm_source=gmb&utm_medium=organic&utm_campaign=website-link&utm_term=phoenix-10-vacation-rental-condos,,(800) 211-7892,4.2
DRI Gulf Coast,"{'street': '26255 St. Lucia Dr', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561'}",https://www.drigulfcoast.com/,,(251) 447-9285,5
Eden Spa & Salon,"25741 Perdido Beach Blvd Suite H, Orange Beach, AL 36561, USA",http://www.edenspaandsalonllc.com/,,(251) 981-8600,4.4
Island Time Daiquiris & Pizza at The Wharf,"4830 Wharf Pkwy W G101, Orange Beach, AL 36561, USA",http://islandtimedaiquiris.com/,,(251) 224-0265,4.2
Alabama Deep Sea Fishing,"27888 Canal Rd, Orange Beach, AL 36561, USA",http://alabamadeepseafishing.com/,,(251) 981-3733,4.4
Cotton's Restaurant,"26009 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://cottonsorangebeach.com/,,(251) 981-9268,3.9
Oake Shore Studio,"4790 Wharf Pkwy W Suite F208, Gulf Shores, AL",https://dickslastresort.com,,(850) 686-9048,5
Pelican Grill,"{'street': '27267 Perdido Beach Boulevard', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {'lat': 30.2767226, 'lng': -87.5604694}}",https://www.pelicangrillob.com,,(251) 483-3665,
Palm Point Shopping Plaza,"Unnamed Road, Orange Beach, AL 36561, USA",,,,4.4
Turquoise Place,"26302 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://turquoiseplace.spectrumresorts.com/?utm_source=google&utm_medium=places&utm_campaign=places,,(877) 720-5864,4.7
Angela Mott Photography,"26060 Garrett Ln, Gulf Shores, AL",http://angelamottphotography.com/,,(205) 243-9904,4.9
Ruby Slipper,"24151 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,,(251) 360-2400,4.5
Perdido Beach Resort,"{'street': '27200 Perdido Beach Blvd', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {'lat': 30.2833, 'lng': -87.4667}}",https://www.perdidobeachresort.com/?utm_source=local&utm_medium=organic&utm_campaign=website_link,,(251) 981-9811,4.7
The Gulf Orange Beach,"{'street': '27500 Perdido Beach Blvd', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://thegulf.com/locations/orange-beach/,,251-424-1800,
Regions Bank - Orange Beach,"{'street': '4100 Orange Beach Boulevard', 'city': 'Orange Beach', 'state': 'AL', 'coordinates': {}}",https://www.regions.com,,,
"C L. Epp, Bspharm","25299 Canal Rd, Orange Beach, AL 36561, USA",,,(251) 981-4376,
Doc's Seafood Shack & Oyster Bar,"{'street': '26029 Canal Road', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {'lat': 30.2924535, 'lng': -87.5830861}}",https://www.docsseafoodshack.com,,(251) 981-6999,4.5
The Keg Lounge and Grill,"26796 Canal Rd, Orange Beach, AL 36561, USA",https://www.facebook.com/thekegloungeandgrill,,(251) 981-9462,4.3
Flora-Bama Lounge,"17401 Perdido Key Dr, Orange Beach, AL 36561",florabama.com,,,
Cosmo's Restaurant & Bar,"25753 Canal Rd, Orange Beach, AL 36561, USA",http://www.cosmosrestaurantandbar.com/,,(251) 948-9663,4.6
Sbarro,"23679 Canal Rd, Orange Beach, AL 36561, USA",http://www.sbarro.com/,,(251) 571-3079,2.8
Barefoot Tours & Charters,"{'street': '5749 Bay La Launch Avenue', 'city': 'Orange Beach', 'state': 'AL', 'coordinates': {'lat': 30.3093009, 'lng': -87.5259481}}",https://www.barefootorangebeach.com/,,(251) 609-3444,4.9
San Bar at the wharf,"4851 Wharf Pkwy W, Orange Beach, AL 36561, USA, Gulf Shores, AL",https://alwharf.com/?utm_source=GBP&utm_medium=organic&utm_campaign=website,,(251) 224-1000,4.5
POUR Smart Bar,"{'street': '4851 Wharf Parkway, D-124', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://poursmartbar.com,,#ERROR!,4.9
Cosmos Restaurant and Bar,"{'street': '25753 Canal Rd.', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://cosmosrestaurantandbar.com,,251-948-9663,
The Wax Room and Body Bar,"27267 Perdido Beach Blvd Ste 207, Orange Beach, AL 36561, USA",http://mywaxroom.com/,,(251) 223-9489,5
Gulf State Park Romar Beach Access,"24450 Perdido Beach Blvd, Orange Beach, AL 36561, USA",,,,5
Tiki & Raw Bar,"{'street': '27844 Canal Rd', 'city': 'Orange Beach', 'state': 'AL', 'coordinates': {}}",https://www.tikibarorangebeach.com/,,(251) 277-4800,4.4
Oasis Beachside Cafe & Bar,"23450 Perdido Beach Blvd, Orange Beach, AL 36561, USA",,,,4
The Southern Grind Coffee House,"{'street': '4751 Main Street Suite 116', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://www.thesoutherngrind.com,,(251) 923-3265,
Haze Coffee Co.,"25187 Canal Rd, Orange Beach, AL 36561, USA",https://www.instagram.com/hazecoffeecompany?igsh=NTc4MTIwNjQ2YQ==,,(631) 626-7592,4.9
Walmart Bakery,"25241 Perdido Beach Blvd STE W, Orange Beach, AL 36561, USA",https://www.walmart.com/store/5653-orange-beach-al/bakery/,,(251) 968-5879,
Kayden’s Homemade Candies & Ice Cream,"25241 Perdido Beach Blvd Unit 107, Orange Beach, AL 36561, USA",http://kaydenscandyfactory.com/,,(251) 923-5500,4.3
Bad Ass Coffee of Hawaii,"24824 Canal Rd Suite A, Orange Beach, AL 36561, USA",https://badasscoffee.orderexperience.net/66f71b41f66b1f8f790a96c3/menu,,#ERROR!,4.6
Walmart Bakery - Orange Beach,"{'street': '25241 Perdido Beach Blvd Ste W', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {'lat': 30.269256, 'lng': -87.594288}}",https://www.walmart.com/store/5653-orange-beach-al/bakery/,,251-974-1810,
The Southern Grind Coffee House at the WHARF,"4751 Main St #116, Orange Beach, AL 36561, USA",http://www.thesoutherngrind.com/,,(251) 923-3265,4.4
Coastal Coffee Co.,"27200 Perdido Beach Blvd, Orange Beach, AL 36561, USA",https://www.perdidobeachresort.com/Coastal-Coffee-Co,,(251) 981-9811,3.1
BuzzCatz Coffee & Sweets,"{'street': '25689 Canal Road Ste. A', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561'}",http://www.buzzcatzcoffeeandsweets.com/,,(251) 980-2899,4.5
The Wharf at Orange Beach,"{'street': '23101 Canal Road', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {'lat': 30.28983, 'lng': -87.63002}}",https://alwharf.com,,251-224-1000,
Pelican Nest RV Resort & Campground,"Orange Beach, AL 36561, USA, Gulf Shores, AL",http://www.dauphinislandcampground.com/,,(251) 861-2338,4.6
The Undertow,"{'street': '25025 Canal Rd', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://theundertow.shop,,+1 251-981-3331,4.3
8 Reale,"{'street': '4851 Wharf Parkway W, Suite D-112', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",http://www.8realeobal.com,,251-484-0712,
Tiki & Raw Bar Orange Beach,"{'street': '27844 Canal Rd', 'city': 'Orange Beach', 'state': 'AL', 'coordinates': {}}",https://www.tikibarorangebeach.com,,251-277-4800,
SanRoc Cay Marina,"{'street': '27267 Perdido Beach Blvd', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://sanroccay.com/,,(251) 980-0016,
Surf Style,"{'street': '25033 Perdido Beach Blvd.', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://surfstyle.com,,,
Breakout Games - Orange Beach,"{'street': '4776 Main Street Suite L208', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://www.breakoutgames.com/orange-beach,,251-929-8330,
Prosperous Pelican Gallery,"24823 Commercial Ave #4, Orange Beach, AL 36561, USA, Gulf Shores, AL",,,(251) 981-2022,4.6
Bear Point Harbor,"{'street': '5749 Bay La Launch Avenue', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {'lat': 30.18652, 'lng': -87.31647}}",http://bearpointharbor.com/,,(251) 981-2327,4.7
Happy Harbor Marina,"{'street': '27212 Marina Road', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://www.happyharbors.com/,,(251) 981-6111,
Happy Harbor,"{'street': '27212 Marina Road', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561'}",https://www.happyharbors.com,,(251) 981-6111,
Shipp's Dockside Grill,"{'street': '27075 Marina Road', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561-3557', 'coordinates': {}}",https://www.shippsdockside.com/,,(251) 412-7447,4.5
Barometer Waterfront Grille,"{'street': '27842 Canal Rd', 'city': 'Orange Beach', 'state': 'AL', 'zip': '36561', 'coordinates': {}}",https://www.barometerorangebeach.com,,(251) 451-5232,4.7
